id,title,type,refer,knowledge_points,source
Q021b,"A client makes remote method invocations to a server. The client takes 3 milliseconds to compute the arguments for each request, and the server takes 20 milliseconds to process each request. The local operating system processing time for each send or receive operation is 1 millisecond, and the network propagation time to transmit each request or reply message is 4 milliseconds. Marshalling or unmarshalling takes 1 millisecond per message. The server runs two threads on two processors, and the client runs two threads on a single processor. Assume that context-switching times are negligible. Calculate the time taken by the client to generate and return from two remote method invocation requests.",Programming,Chapter 3 Distributed Objects & Remote Invocation,Object-based model: remote method invocation (RMI); Architecture of RMI; An example of Java RMI,5.pdf
Q022,"A client C in NTU would like to resolve a name “www.ox.ac.uk"". List the sequence of all messages sent among C and the relevant name servers in the name resolution process, assuming name mappings are not cached at non-authoritative name servers initially. In your answer, use the format ""NS(ddd)” to indicate the authoritative name server for the domain “ddd”, and use the format “C→ NS(ddd)” to indicate a message sent by C to NS(ddd).",Short Answer,Chapter 6 Name Services,Domain Name System,5.pdf
Q023a,"A distributed file system consists of a server and two clients A and B. Let f be a single-block file stored at the server. Figure Q3 shows the operations performed by clients A and B on file f, where “o”, “r”, “u” and “c” represent open, read, update and close operations respectively. A and B both start with an empty client cache, and the caches are large enough to avoid any replacement. The updates made by B do not change the length of file f. The transmission delay in the network and the processing times at the server and clients are negligible. For this case, determine the time instants when A needs to contact the server, and determine which read operations of A return the up-to-date file. The system is an NFS. The clients use a freshness interval of 3 seconds to maintain cache consistency, and client B uses a bio-daemon process to send its updates to the server right after making each update.",Short Answer,Chapter 4 Distributed File Systems,Sun Network File System; Andrew and Coda File Systems,5.pdf
Q023b,"A distributed file system consists of a server and two clients A and B. Let f be a single-block file stored at the server. Figure Q3 shows the operations performed by clients A and B on file f, where “o”, “r”, “u” and “c” represent open, read, update and close operations respectively. A and B both start with an empty client cache, and the caches are large enough to avoid any replacement. The updates made by B do not change the length of file f. The transmission delay in the network and the processing times at the server and clients are negligible. For this case, determine the time instants when A needs to contact the server, and determine which read operations of A return the up-to-date file. The system is an AFS that implements session update semantics.",Short Answer,Chapter 4 Distributed File Systems,Sun Network File System; Andrew and Coda File Systems,5.pdf
Q024a,"In a peer-to-peer file sharing system based on Chord routing, the identifier circle ranges from 0 to 127 (i.e., 2^7 – 1). There are 9 nodes in the system: N1, N8, N21, N30, N36, N51, N91, N97 and N116, where the numbers behind ‘N' denote the node identifiers on the identifier circle. What is the route of a query issued by node N51 for the location information of file K34 (the number behind ‘K' denotes the key identifier of the file on the identifier circle)?",Short Answer,Chapter 5 Peer-to-Peer File Sharing Systems,Structured DHT Systems,5.pdf
Q024b,"In a peer-to-peer file sharing system based on Chord routing, the identifier circle ranges from 0 to 127 (i.e., 2^7 – 1). There are 9 nodes in the system: N1, N8, N21, N30, N36, N51, N91, N97 and N116, where the numbers behind ‘N' denote the node identifiers on the identifier circle. When a new node joins the system, nodes N8 and N30 both need to update their finger tables. What are the possible node identifiers of this new node? (Note: besides N8 and N30, there may be other nodes which also need to update their finger tables due to the new node.)",Short Answer,Chapter 5 Peer-to-Peer File Sharing Systems,Structured DHT Systems,5.pdf
Q025a_i,"Three processes p1, p2 and p3 are running on three different computers in an asynchronous distributed system. Figure Q5 shows the messages m1 to m4 sent between the processes, where events a to h represent the sending and receiving events of these messages. [Image of Figure Q5] Suppose that the transmission delay of each message is at least 50 ms. Clock drifts are negligible. Let tx be the local clock reading at event x in the process where x occurs (for example, ta is the local clock reading of p1 at event a, and tb is the local clock reading of p3 at event b). Assume that p1 knows the clock readings te and tg, and also knows that th – ta = 1000 ms, tc - tb = 100 ms, tf - tc = 500 ms, tg – tf = 100 ms, te – td = 300 ms. If p1 would like to synchronize its local clock with p3's clock as accurately as possible, what time should p1 set its clock to when it receives message m4 from p3? What is the accuracy of this setting?",Calculation,Chapter 7 Time and Global States,Synchronizing Physical Clocks,5.pdf
Q025a_ii,"Three processes p1, p2 and p3 are running on three different computers in an asynchronous distributed system. Figure Q5 shows the messages m1 to m4 sent between the processes, where events a to h represent the sending and receiving events of these messages. [Image of Figure Q5] Suppose that the transmission delay of each message is at least 50 ms. Clock drifts are negligible. Let tx be the local clock reading at event x in the process where x occurs (for example, ta is the local clock reading of p1 at event a, and tb is the local clock reading of p3 at event b). Assume that p1 knows the clock readings te and tg, and also knows that th – ta = 1000 ms, tc - tb = 100 ms, tf - tc = 500 ms, tg – tf = 100 ms, te – td = 300 ms. If p1 would like to synchronize its local clock with p2's clock as accurately as possible, what time should p1 set its clock to when it receives message m4 from p3? What is the accuracy of this setting?",Calculation,Chapter 7 Time and Global States,Synchronizing Physical Clocks,5.pdf
Q025b,"Three processes p1, p2 and p3 are running on three different computers in an asynchronous distributed system. Figure Q5 shows the messages m1 to m4 sent between the processes, where events a to h represent the sending and receiving events of these messages. [Image of Figure Q5] Timestamp all the events in Figure Q5 using the vector clocks.",Calculation,Chapter 7 Time and Global States,Causal Ordering and Logical Clocks,5.pdf
Q025c,"Three processes p1, p2 and p3 are running on three different computers in an asynchronous distributed system. Figure Q5 shows the messages m1 to m4 sent between the processes, where events a to h represent the sending and receiving events of these messages. [Image of Figure Q5] Assume that message delivery on each unidirectional point-to-point channel follows FIFO order. Process p3 initiates the Chandy-and-Lamport algorithm immediately after event c to record a snapshot of the system. List all the possible snapshots finally recorded. Indicate clearly the process states and channel states in the snapshots. In your answer, use S1, S2 and S3 to represent the initial states of processes p1, p2 and p3 respectively, and use Sx to represent the state of the process (where event x occurs) immediately after event x's occurrence (for example, Sa is the state of process p1 immediately after event a occurs, and Sb is the state of process p3 immediately after event b occurs).",Calculation,Chapter 7 Time and Global States,Global States,5.pdf
Q026a,"A replicated shared object service hosts an integer object x whose initial value is 0. Table Q6 shows the operations performed by two clients on x. For example, read(x) → a denotes a read operation on x returning a value a, and write(x, 2) denotes a write operation setting the value of x to 2. The operations performed by each client are listed in the order that they are performed by the client. [Image of Table Q6]. If the object service is sequentially consistent, what are the possible combinations of the values a, b and c?",Short Answer,Chapter 1 Characterization of Distributed Systems & System Models,Fundamental models; What are the issues and problems in DS?,5.pdf
Q026b,"A replicated shared object service hosts an integer object x whose initial value is 0. Table Q6 shows the operations performed by two clients on x. For example, read(x) → a denotes a read operation on x returning a value a, and write(x, 2) denotes a write operation setting the value of x to 2. The operations performed by each client are listed in the order that they are performed by the client. [Image of Table Q6]. If the object service is FIFO consistent, what are the possible combinations of the values a and b?",Short Answer,Chapter 1 Characterization of Distributed Systems & System Models,Fundamental models; What are the issues and problems in DS?,5.pdf
Q026c_i,Suppose that there are four replicas of object x. What are the maximum numbers of crash failures and arbitrary failures that can be tolerated respectively under passive replication?,Short Answer,Chapter 1 Characterization of Distributed Systems & System Models,Fundamental models; What are the issues and problems in DS?,5.pdf
Q026c_ii,Suppose that there are four replicas of object x. What are the maximum numbers of crash failures and arbitrary failures that can be tolerated respectively under active replication?,Short Answer,Chapter 1 Characterization of Distributed Systems & System Models,Fundamental models; What are the issues and problems in DS?,5.pdf
Q026c_iii,Suppose that there are four replicas of object x. Let R be the minimum allowable number of replicas in a read quorum and W be the minimum allowable number of replicas in a write quorum. List all possible combinations of R and W permitted by Gifford's quorum consensus scheme to handle network partitions.,Short Answer,Chapter 1 Characterization of Distributed Systems & System Models,Fundamental models; What are the issues and problems in DS?,5.pdf
Q027a,"Three processes p1, p2 and p3 are running in an asynchronous distributed system. The vector clock mechanism is used to timestamp the events that occur in these processes, including the events of sending messages, receiving messages and the internal actions carried out by the processes. Suppose that two events a and b have timestamps (10, 20, 30) and (40, 50, 60) respectively. What is the maximum possible number of events x in the system satisfying both a → x and x → b in causal ordering? Briefly explain your answer and draw a diagram to illustrate such a scenario.",Short Answer,Chapter 7 Time and Global States,Causal Ordering and Logical Clocks,5.pdf
Q027b,"Three processes p1, p2 and p3 are running in an asynchronous distributed system. The vector clock mechanism is used to timestamp the events that occur in these processes, including the events of sending messages, receiving messages and the internal actions carried out by the processes. Suppose that two events a and b have timestamps (10, 20, 30) and (40, 50, 60) respectively. What is the minimum possible number of events x in the system satisfying both a → x and x → b in causal ordering? Briefly explain your answer and draw a diagram to illustrate such a scenario.",Short Answer,Chapter 7 Time and Global States,Causal Ordering and Logical Clocks,5.pdf
Q028a,"In an asynchronous distributed system, two processes A and B are connected by a bidirectional communication channel. Each process wants to select and take one of two actions x and y. Assume that the processes suffer from crash failures, but the communication channel is reliable and does not fail. Can a protocol be devised for the two processes to agree upon the action to take? Briefly explain your answer.",Essay,Chapter 1 Characterization of Distributed Systems & System Models,What are the issues and problems in DS?; Fundamental models,5.pdf
Q028b,"In the Ricart-and-Agrawala algorithm for mutual exclusion, instead of using logical clock readings to timestamp requests, suppose that every process maintains a monotonically increasing counter to record how many requests it has made, and uses the counter readings to timestamp its requests. With this modification, does the algorithm still guarantee that at most one process may execute in the critical section at any time? Briefly explain your answer.",Essay,Chapter 1 Characterization of Distributed Systems & System Models,What are the issues and problems in DS?; Fundamental models,5.pdf
Q029a,"In a distributed MRT information system, the server provides a method that allows the clients to query the fare between two specified stations. The server also provides an alert service to the clients through callback. When there is a service interruption for any MRT line, the alert service notifies interested clients of the line name. Assume that the station names and line names are represented by strings, and the fare is represented by a floating-point value.
(i) Design a Java remote interface for the server to allow the clients to query the fares and to register their interests in the alert service. Design a Java remote interface for the clients to allow the server to perform callback. (6 marks)
(ii) For each method defined in the above interfaces, briefly explain the parameter passing semantics of each parameter. (3 marks)",Short Answer,"Chapter 3 Distributed Objects & Remote Invocation, Chapter 6 Name Services",An example of Java RMI; Object-based model: remote method invocation (RMI); Domain Name System,4.pdf
Q029b,"To resolve a name requested by a client C, four name servers are involved in the order of S1, S2, S3, S4. Suppose that only unicast is used in the name resolution. For each navigation type below, list the sequence of all messages sent among C, S1, S2, S3, S4 in the name resolution process (use the format “C → S₁” to indicate a message sent by C to S1).
• Iterative client-controlled navigation
• Non-recursive server-controlled navigation
• Recursive server-controlled navigation (6 marks)",Short Answer,"Chapter 3 Distributed Objects & Remote Invocation, Chapter 6 Name Services",An example of Java RMI; Object-based model: remote method invocation (RMI); Domain Name System,4.pdf
Q030a,"In a peer-to-peer file sharing system based on Chord routing, the identifier circle ranges from 0 to 127 (i.e., 2⁷ – 1). There are 10 nodes in the system: N2, N7, N27, N40, N47, N60, N69, N75, N90 and N96, where the numbers behind ‘N' denote the node identifiers on the identifier circle. Draw the finger table of node N90.",Short Answer,Chapter 5 Peer-to-Peer File Sharing Systems,Structured DHT Systems,4.pdf
Q030b,"In a peer-to-peer file sharing system based on Chord routing, the identifier circle ranges from 0 to 127 (i.e., 2⁷ – 1). There are 10 nodes in the system: N2, N7, N27, N40, N47, N60, N69, N75, N90 and N96, where the numbers behind ‘N' denote the node identifiers on the identifier circle. What is the route of a query issued by node N90 for the location information of file K53 (the number behind 'K' denotes the key identifier of the file on the identifier circle)?",Short Answer,Chapter 5 Peer-to-Peer File Sharing Systems,Structured DHT Systems,4.pdf
Q030c,"In a peer-to-peer file sharing system based on Chord routing, the identifier circle ranges from 0 to 127 (i.e., 2⁷ – 1). There are 10 nodes in the system: N2, N7, N27, N40, N47, N60, N69, N75, N90 and N96, where the numbers behind ‘N' denote the node identifiers on the identifier circle. If a query issued by node N7 visits node N40 in its route, what are the possible key identifiers of the target file? (Note: The query may visit other nodes in addition to N40. N40 can be the node responsible for the target file or any other node visited in the query route.)",Short Answer,Chapter 5 Peer-to-Peer File Sharing Systems,Structured DHT Systems,4.pdf
Q031a,"Figure Q3 shows three computers A, B and M in an asynchronous distributed system, each having a local clock. M sends requests to the other two computers and then they reply to M. Events a to h represent the sending and receiving events of these messages. Let tx denote the local clock reading at event x in the computer where x occurs (for example, ta is the local clock reading of A at event a, and tc is the local clock reading of M at event c). Assume that M knows the time readings (in units of millisecond) of all events: ta = 200, tb = 220, tc = 110, td = 150, te = 180, tf= 190, tg = 30, and th = 60. The clock drifts at the computers are negligible. M would like to estimate the local clock reading of A. What is M's best estimate of A's clock reading at the time when M receives A's reply (i.e., at event f)? What is the accuracy of this estimate?",Calculation,Chapter 7 Time and Global States,Synchronizing Physical Clocks; Global States,4.pdf
Q031b,"Figure Q3 shows three computers A, B and M in an asynchronous distributed system, each having a local clock. M sends requests to the other two computers and then they reply to M. Events a to h represent the sending and receiving events of these messages. Let tx denote the local clock reading at event x in the computer where x occurs (for example, ta is the local clock reading of A at event a, and tc is the local clock reading of M at event c). Assume that M knows the time readings (in units of millisecond) of all events: ta = 200, tb = 220, tc = 110, td = 150, te = 180, tf= 190, tg = 30, and th = 60. The clock drifts at the computers are negligible. M would like to estimate the local clock reading of B. What is M's best estimate of B's clock reading at the time when M receives B's reply (i.e., at event e)? What is the accuracy of this estimate?",Calculation,Chapter 7 Time and Global States,Synchronizing Physical Clocks; Global States,4.pdf
Q031c,"Figure Q3 shows three computers A, B and M in an asynchronous distributed system, each having a local clock. M sends requests to the other two computers and then they reply to M. Events a to h represent the sending and receiving events of these messages. Let tx denote the local clock reading at event x in the computer where x occurs (for example, ta is the local clock reading of A at event a, and tc is the local clock reading of M at event c). Assume that M knows the time readings (in units of millisecond) of all events: ta = 200, tb = 220, tc = 110, td = 150, te = 180, tf= 190, tg = 30, and th = 60. The clock drifts at the computers are negligible. Suppose that M acts as the master in the Berkeley algorithm for synchronizing the local clocks of M, A and B. M does not eliminate any clock in its calculation. Following Q3(a) and Q3(b), what time value should M set its clock to when it receives A's reply (i.e., at event f )? What information should M send to A and B respectively for synchronizing their clocks?",Calculation,Chapter 7 Time and Global States,Synchronizing Physical Clocks; Global States,4.pdf
Q031d,"Figure Q3 shows three computers A, B and M in an asynchronous distributed system, each having a local clock. M sends requests to the other two computers and then they reply to M. Events a to h represent the sending and receiving events of these messages. Let tx denote the local clock reading at event x in the computer where x occurs (for example, ta is the local clock reading of A at event a, and tc is the local clock reading of M at event c). Assume that M knows the time readings (in units of millisecond) of all events: ta = 200, tb = 220, tc = 110, td = 150, te = 180, tf= 190, tg = 30, and th = 60. The clock drifts at the computers are negligible. Following Q3(c), after M, A and B perform synchronization using the Berkeley algorithm, what is the largest possible offset between A's clock and B's clock?",Calculation,Chapter 7 Time and Global States,Synchronizing Physical Clocks; Global States,4.pdf
Q031e,"Figure Q3 shows three computers A, B and M in an asynchronous distributed system, each having a local clock. M sends requests to the other two computers and then they reply to M. Events a to h represent the sending and receiving events of these messages. Let tx denote the local clock reading at event x in the computer where x occurs (for example, ta is the local clock reading of A at event a, and tc is the local clock reading of M at event c). Assume that M knows the time readings (in units of millisecond) of all events: ta = 200, tb = 220, tc = 110, td = 150, te = 180, tf= 190, tg = 30, and th = 60. The clock drifts at the computers are negligible. Assume that message delivery on each unidirectional point-to-point channel follows FIFO order. Suppose that M initiates the Chandy-and-Lamport algorithm sometime between events d and e to record a snapshot of the system. What are the possible snapshots finally recorded? In your answer, use SA, SB, and SM to represent the initial states of A, B, and M respectively, and use Sx to represent the state of the computer (where event x occurs) immediately after event x's occurrence (for example, Sa is the state of A immediately after event a occurs, and Sc is the state of M immediately after event c occurs).",Calculation,Chapter 7 Time and Global States,Synchronizing Physical Clocks; Global States,4.pdf
Q032a,"Draw the lattice of consistent global states. In the lattice, use Sij to denote the global state after i events at process p₁ and j events at process p₂.",Short Answer,Chapter 7 Time and Global States,Global States; Causal Ordering and Logical Clocks; Distributed Debugging,4.pdf
Q032b,"If it can be inferred that the constraint |x - y| > 6 must be broken in the execution, what is the possible range of y's values in the two states shown by “y = ?” (note that these two states have the same y value)?",Short Answer,Chapter 7 Time and Global States,Global States; Causal Ordering and Logical Clocks; Distributed Debugging,4.pdf
Q033a,Modify the ring-based election algorithm to elect the process with the smallest identifier. Assume each process has a unique identifier. Describe what a process with an identifier 6 needs to do when it receives an election message in each of the following cases: (i) The identifier in the received message is 5. (ii) The identifier in the received message is 6. (iii) The identifier in the received message is 7.,Essay,Chapter 7 Time and Global States,Synchronizing Physical Clocks,4.pdf
Q033b,"In the Ricart-and-Agrawala algorithm for mutual exclusion, instead of using logical clock readings to timestamp requests, suppose that every process timestamps its requests with its physical clock readings. Assume that the physical clocks always advance and do not fail. In the case that two requests have the same timestamps, the identifiers of the requesting processes are used to break ties (the process with smaller identifier is given higher priority). With this modification, does the algorithm still guarantee that at most one process may execute in the critical section at any time? Briefly explain your answer.",Essay,Chapter 7 Time and Global States,Synchronizing Physical Clocks,4.pdf
Q034a,"Consider a replicated shared integer object x, initially 0. Client A performs write(x ← x + 100), read(x) → a, read(x) → b. Client B performs write(x ← x + 3), read(x) → c, write(x ← x + 20), read(x) → d. Operations by each client are in order. If a = 103 and the object service is sequentially consistent, what are the possible combinations of the values c and d?",Short Answer,Chapter 1 Characterization of Distributed Systems & System Models,Fundamental models,4.pdf
Q034b,"Consider a replicated shared integer object x, initially 0. Client A performs write(x ← x + 100), read(x) → a, read(x) → b. Client B performs write(x ← x + 3), read(x) → c, write(x ← x + 20), read(x) → d. Operations by each client are in order. If the object service is FIFO consistent, what are the possible combinations of the values c and d?",Short Answer,Chapter 1 Characterization of Distributed Systems & System Models,Fundamental models,4.pdf
Q034c,"Consider a replicated shared integer object x, initially 0. Client A performs write(x ← x + 100), read(x) → a, read(x) → b. Client B performs write(x ← x + 3), read(x) → c, write(x ← x + 20), read(x) → d. Operations by each client are in order. If b = 123 and the object service provides both monotonic-reads consistency and monotonic-writes consistency, what are the possible values of a?",Short Answer,Chapter 1 Characterization of Distributed Systems & System Models,Fundamental models,4.pdf
Q034d,"Consider a replicated shared integer object x, initially 0. Client A performs write(x ← x + 100), read(x) → a, read(x) → b. Client B performs write(x ← x + 3), read(x) → c, write(x ← x + 20), read(x) → d. Operations by each client are in order. If the object service is read-your-writes consistent, what are the possible combinations of the values c and d?",Short Answer,Chapter 1 Characterization of Distributed Systems & System Models,Fundamental models,4.pdf
Q034e,"Consider a replicated shared integer object x, initially 0. Client A performs write(x ← x + 100), read(x) → a, read(x) → b. Client B performs write(x ← x + 3), read(x) → c, write(x ← x + 20), read(x) → d. Operations by each client are in order. If c = 103 and the object service is writes-follow-reads consistent, what are the possible values of d?",Short Answer,Chapter 1 Characterization of Distributed Systems & System Models,Fundamental models,4.pdf
Q035a,What are idempotent and non-idempotent operations?,Essay,Chapter 3 Distributed Objects & Remote Invocation,Object-based model: remote method invocation (RMI); An example of Java RMI,1.pdf
Q035b,"Design a Java remote interface for a distributed contact tracing system server that provides services for student attendance registration, retrieving lessons attended by a student, and querying students attending a lesson.",Essay,Chapter 3 Distributed Objects & Remote Invocation,Object-based model: remote method invocation (RMI); An example of Java RMI,1.pdf
Q036a,What is the purpose of mounting in a distributed file system? How is mounting carried out in the NFS?,Essay,Chapter 4 Distributed File Systems,Sun Network File System,1.pdf
Q036b_i,"A distributed file system consists of three computers: a server and two clients A and B. Let f be a single-block file stored at the server. Figure Q2 shows the operations performed by clients A and B on file f, where “o”, “r”, “u” and ""c"" represent open, read, update and close operations respectively. A and B both start with an empty client cache, and the caches are large enough to avoid any replacement. The updates made by B do not change the length of file f. The transmission delay in the network and the processing times at the computers are negligible. [Image of Figure Q2: A timeline from 0 to 14 seconds. Operations for client A are: o, r1 at t=0; r2 at t=2; r3 at t=4; r4 at t=6; r5, c at t=8; o, r6 at t=10; r7 at t=11; r8, c at t=13. Operations for client B are: o, u1 at t=1; u2 at t=5; u3, c at t=9.] For the case where the system is an NFS. The clients use a freshness interval of 3 seconds to maintain cache consistency, and client B uses a bio-daemon process to send its updates to the server right after making each update. Determine which read operations of A return the file that incorporates the most recent update by B, and determine the time points when the file is transferred from the server to A.",Essay,Chapter 4 Distributed File Systems,Sun Network File System,1.pdf
Q036b_ii,"A distributed file system consists of three computers: a server and two clients A and B. Let f be a single-block file stored at the server. Figure Q2 shows the operations performed by clients A and B on file f, where “o”, “r”, “u” and ""c"" represent open, read, update and close operations respectively. A and B both start with an empty client cache, and the caches are large enough to avoid any replacement. The updates made by B do not change the length of file f. The transmission delay in the network and the processing times at the computers are negligible. [Image of Figure Q2: A timeline from 0 to 14 seconds. Operations for client A are: o, r1 at t=0; r2 at t=2; r3 at t=4; r4 at t=6; r5, c at t=8; o, r6 at t=10; r7 at t=11; r8, c at t=13. Operations for client B are: o, u1 at t=1; u2 at t=5; u3, c at t=9.] For the case where the system is an AFS that implements session update semantics. Determine which read operations of A return the file that incorporates the most recent update by B, and determine the time points when the file is transferred from the server to A.",Essay,Chapter 4 Distributed File Systems,Andrew and Coda File Systems,1.pdf
Q037a,"Three processes p1, p2 and p3 are running on different computers in an asynchronous distributed system. Each process has a local clock. Figure Q3 shows four messages sent between the processes, where events a to h represent the sending and receiving events of these messages. Let te be the reading of p1's clock at event e, and tg be the reading of p2's clock at event g. Suppose that p3 knows te and tg, as well as the lengths of the time intervals measured by respective clocks as shown in the figure.
[Image of Figure Q3: Timelines for processes P1, P2, P3. Message from P3(a) to P2(c) with 800 ms interval on P3's clock between a and h. Message from P2(b) to P1(d). Message from P1(e) to P2(f) with 400 ms interval on P1's clock between d and e. Message from P2(g) to P3(h) with 700 ms interval on P2's clock between c and g, and 30 ms interval between f and g. Total interval on P3's clock between a and h is 1000 ms.]
(a) If p3 would like to synchronize its clock with p2's clock as accurately as possible, what time should p3 set its clock to when it receives the message at event h? What is the accuracy of this setting?",Calculation,Chapter 7 Time and Global States,Synchronizing Physical Clocks; Causal Ordering and Logical Clocks; Global States,1.pdf
Q037b,"Three processes p1, p2 and p3 are running on different computers in an asynchronous distributed system. Each process has a local clock. Figure Q3 shows four messages sent between the processes, where events a to h represent the sending and receiving events of these messages. Let te be the reading of p1's clock at event e, and tg be the reading of p2's clock at event g. Suppose that p3 knows te and tg, as well as the lengths of the time intervals measured by respective clocks as shown in the figure.
[Image of Figure Q3: Timelines for processes P1, P2, P3. Message from P3(a) to P2(c) with 800 ms interval on P3's clock between a and h. Message from P2(b) to P1(d). Message from P1(e) to P2(f) with 400 ms interval on P1's clock between d and e. Message from P2(g) to P3(h) with 700 ms interval on P2's clock between c and g, and 30 ms interval between f and g. Total interval on P3's clock between a and h is 1000 ms.]
(b) If p3 would like to synchronize its clock with p1's clock as accurately as possible, what time should p3 set its clock to at event h? What is the accuracy of this setting?",Calculation,Chapter 7 Time and Global States,Synchronizing Physical Clocks; Causal Ordering and Logical Clocks; Global States,1.pdf
Q037c,"Three processes p1, p2 and p3 are running on different computers in an asynchronous distributed system. Each process has a local clock. Figure Q3 shows four messages sent between the processes, where events a to h represent the sending and receiving events of these messages. Let te be the reading of p1's clock at event e, and tg be the reading of p2's clock at event g. Suppose that p3 knows te and tg, as well as the lengths of the time intervals measured by respective clocks as shown in the figure.
[Image of Figure Q3: Timelines for processes P1, P2, P3. Message from P3(a) to P2(c) with 800 ms interval on P3's clock between a and h. Message from P2(b) to P1(d). Message from P1(e) to P2(f) with 400 ms interval on P1's clock between d and e. Message from P2(g) to P3(h) with 700 ms interval on P2's clock between c and g, and 30 ms interval between f and g. Total interval on P3's clock between a and h is 1000 ms.]
(c) Timestamp all the events in Figure Q3 using the vector clocks.",Calculation,Chapter 7 Time and Global States,Synchronizing Physical Clocks; Causal Ordering and Logical Clocks; Global States,1.pdf
Q037d,"Three processes p1, p2 and p3 are running on different computers in an asynchronous distributed system. Each process has a local clock. Figure Q3 shows four messages sent between the processes, where events a to h represent the sending and receiving events of these messages. Let te be the reading of p1's clock at event e, and tg be the reading of p2's clock at event g. Suppose that p3 knows te and tg, as well as the lengths of the time intervals measured by respective clocks as shown in the figure.
[Image of Figure Q3: Timelines for processes P1, P2, P3. Message from P3(a) to P2(c) with 800 ms interval on P3's clock between a and h. Message from P2(b) to P1(d). Message from P1(e) to P2(f) with 400 ms interval on P1's clock between d and e. Message from P2(g) to P3(h) with 700 ms interval on P2's clock between c and g, and 30 ms interval between f and g. Total interval on P3's clock between a and h is 1000 ms.]
(d) Assume that message delivery on each unidirectional point-to-point channel follows FIFO order. p2 initiates the Chandy-and-Lamport algorithm sometime between events c and f to record a snapshot of the system. List all the possible snapshots finally recorded. Indicate clearly the process states and channel states in the snapshots. In your answer, if needed, use S1, S2 and S3 to represent the initial states of p1, p2 and p3 respectively, and use Sx to represent the state of the process where event x occurs immediately after event x's occurrence (for example, Sa is the state of p3 immediately after event a occurs, and Sc is the state of p2 immediately after event c occurs).",Calculation,Chapter 7 Time and Global States,Synchronizing Physical Clocks; Causal Ordering and Logical Clocks; Global States,1.pdf
Q038a,"Given the vector clock timestamps for processes p1, p2, p3 in a distributed system of three processes in a consistent cut as p1: (300, 100, 100), p2: (200, 200, 200), and p3: (300, a, b), what are the possible ranges of the values a and b respectively?",Calculation,Chapter 7 Time and Global States,Causal Ordering and Logical Clocks; Global States,1.pdf
Q038b,Briefly explain your answer for the possible ranges of values a and b determined from the given vector clock timestamps in a consistent cut.,Calculation,Chapter 7 Time and Global States,Causal Ordering and Logical Clocks; Global States,1.pdf
Q039a,"Suppose that the Ricart and Agrawala algorithm is used for distributed mutual exclusion among n processes p1, p2, ..., pn. Below is the partial pseudocode of the algorithm executed by a process pi. Complete the algorithm by filling in the boxes A to F with appropriate pseudocode. On initialization state := RELEASED; To enter the critical section [Box A] send request to all the other processes; T := the timestamp of the request by the logical clock; [Box B] state := HELD; On receipt of a request (Tj, pj) from another process pj (j ≠ i) if (state = RELEASED or [Box C]); then [Box D] else [Box E] end if To exit the critical section [Box F] reply to all queued requests;",Fill in Blank,Chapter 7 Time and Global States,Causal Ordering and Logical Clocks,1.pdf
Q039b,"In the Ricart and Agrawala algorithm, suppose the statement ""T := the timestamp of the request by the logical clock"" is changed to “T := a random number"". Assume that different processes never generate the same random number. Does the algorithm still guarantee that at most one process may execute in the critical section at any time? Briefly explain your answer.",Fill in Blank,Chapter 7 Time and Global States,Causal Ordering and Logical Clocks,1.pdf
Q040a,"Consider a replicated shared object service hosting an integer object x whose initial value is 0. Table Q6 shows the operations performed by two clients on x. For example, read(x) → a denotes a read operation on x returning a value a, and write(x ← x + 50) denotes a write operation increasing the value of x by 50. The operations of each client are listed in the order that they are performed by the client.

[Table Q6]
| Program order | Client A                 | Client B                  |
|---------------|--------------------------|---------------------------|
|      ↓        | write(x ← x + 6)         | write(x ← x + 400)        |
|               | read(x) → a              | read(x) → c               |
|               | write(x ← x + 50)        | read(x) → 400             |
|               | read(x) → b              | read(x) → d               |

If the object service is sequentially consistent, what are the possible combinations of the values a and b?",Short Answer,Chapter 1 Characterization of Distributed Systems & System Models,Fundamental models,1.pdf
Q040b,"Consider a replicated shared object service hosting an integer object x whose initial value is 0. Table Q6 shows the operations performed by two clients on x. For example, read(x) → a denotes a read operation on x returning a value a, and write(x ← x + 50) denotes a write operation increasing the value of x by 50. The operations of each client are listed in the order that they are performed by the client.

[Table Q6]
| Program order | Client A                 | Client B                  |
|---------------|--------------------------|---------------------------|
|      ↓        | write(x ← x + 6)         | write(x ← x + 400)        |
|               | read(x) → a              | read(x) → c               |
|               | write(x ← x + 50)        | read(x) → 400             |
|               | read(x) → b              | read(x) → d               |

If the object service is monotonic-read consistent, what are the possible combinations of the values c and d?",Short Answer,Chapter 1 Characterization of Distributed Systems & System Models,Fundamental models,1.pdf
Q040c,"Consider a replicated shared object service hosting an integer object x whose initial value is 0. Table Q6 shows the operations performed by two clients on x. For example, read(x) → a denotes a read operation on x returning a value a, and write(x ← x + 50) denotes a write operation increasing the value of x by 50. The operations of each client are listed in the order that they are performed by the client.

[Table Q6]
| Program order | Client A                 | Client B                  |
|---------------|--------------------------|---------------------------|
|      ↓        | write(x ← x + 6)         | write(x ← x + 400)        |
|               | read(x) → a              | read(x) → c               |
|               | write(x ← x + 50)        | read(x) → 400             |
|               | read(x) → b              | read(x) → d               |

If the object service is both monotonic-read consistent and monotonic-write consistent, what are the possible combinations of the values c and d?",Short Answer,Chapter 1 Characterization of Distributed Systems & System Models,Fundamental models,1.pdf
